name,year,revenue_index,land_area,primary_revenue_source
"Pieve di San Moderanno (Berceto, PR)",800,42.9,,
"Pieve di San Moderanno (Berceto, PR)",900,58.9,,
"Pieve di San Moderanno (Berceto, PR)",1000,74.8,,
"Pieve di San Moderanno (Berceto, PR)",1100,90.8,,
"Pieve di San Moderanno (Berceto, PR)",1200,91.3,,
"Pieve di San Moderanno (Berceto, PR)",1300,70.9,,
"Pieve di San Moderanno (Berceto, PR)",1400,50.4,,
"Pieve di Sant’Apollinare (Coiano, Castelfiorentino, FI)",1000,31.1,,
"Pieve di Sant’Apollinare (Coiano, Castelfiorentino, FI)",1100,42.4,,
"Pieve di Sant’Apollinare (Coiano, Castelfiorentino, FI)",1200,53.7,,
"Pieve di Sant’Apollinare (Coiano, Castelfiorentino, FI)",1300,64.9,,
"Pieve di Sant’Apollinare (Coiano, Castelfiorentino, FI)",1400,76.2,,
"Pieve di Sant’Apollinare (Coiano, Castelfiorentino, FI)",1500,87.5,,
"Pieve di Sant’Apollinare (Coiano, Castelfiorentino, FI)",1600,98.8,,
"Pieve di Sant’Apollinare (Coiano, Castelfiorentino, FI)",1700,87.1,,
"Pieve di Sant’Apollinare (Coiano, Castelfiorentino, FI)",1800,72.7,,
"Pieve di Sant’Apollinare (Coiano, Castelfiorentino, FI)",1900,58.2,,
"Pieve di Sant’Apollinare (Coiano, Castelfiorentino, FI)",2000,43.8,,
Frauenroth,1300,56.3,,"In 1234 the founders bestowed all the tithes from their joint income, to which were added later gifts of gold and other goods. The initial provision for the convent consisted of 1000 Marks silver; property in Wolframshausen, which gave the convent yearly 23 pigs, 90 hens, 14 schillings pennies, and portions of grain, corn, and wheat(?); farms and goods in Iphausen, Fugstadt, LÃ¶ffelsterz, Steinarch, Wieden, Sulzthal, Aschach, Stangenrod, Wolbach and other villages (Link, 586). The convent continued to prosper through gifts from the Counts of Henneberg and the Bishop of WÃ¼rzburg as well as through purchases of land. In 1287 the bishop of WÃ¼rzburg confirmed the grant of 10 acres of fields, which Berthold of Rothenkolben granted the convent upon the entrance of his daughter Gertrudis (Link, 586). In 1339 Fritz of Rothenkolben and his wife, Zacharia, gave their daughter Adelheid, a nun in the convent, a portion of grain from their property in Hollstadt; after her death, this portion should fall to their other daughter, Hille, another nun within the community. After the death of both the portion came into the possession of the convent (Link, 587). In 1284 Albert of Oberfeld granted his daughter, Kunigunde, a nun in the convent, a stipend from his property in Machtolshausen with a yearly income of 10 schillings denarius and a portion of corn. In the same year, the knight, Bolenand of Herbelstadt (Herbstadt) made an agreement with Abbess Hedwig for his burial and the transfer of his horse and weapons to the convent upon his death. If his heirs wished the same privilege they had to pay 6 Marks silver, and if he should die elsewhere and not be able to be buried in the convent, his wife, Sophie and his son, Rudolph, should grant the convent a portion in Hagenau. If he died without his horse, the convent should receive a farm in Hagenau in lieu of the horse or a payment of 3 Marks (!) (Link, 587). The convent experienced economic difficulties in 1434 and 1459."
Frauenroth,1400,94.4,,"In 1234 the founders bestowed all the tithes from their joint income, to which were added later gifts of gold and other goods. The initial provision for the convent consisted of 1000 Marks silver; property in Wolframshausen, which gave the convent yearly 23 pigs, 90 hens, 14 schillings pennies, and portions of grain, corn, and wheat(?); farms and goods in Iphausen, Fugstadt, LÃ¶ffelsterz, Steinarch, Wieden, Sulzthal, Aschach, Stangenrod, Wolbach and other villages (Link, 586). The convent continued to prosper through gifts from the Counts of Henneberg and the Bishop of WÃ¼rzburg as well as through purchases of land. In 1287 the bishop of WÃ¼rzburg confirmed the grant of 10 acres of fields, which Berthold of Rothenkolben granted the convent upon the entrance of his daughter Gertrudis (Link, 586). In 1339 Fritz of Rothenkolben and his wife, Zacharia, gave their daughter Adelheid, a nun in the convent, a portion of grain from their property in Hollstadt; after her death, this portion should fall to their other daughter, Hille, another nun within the community. After the death of both the portion came into the possession of the convent (Link, 587). In 1284 Albert of Oberfeld granted his daughter, Kunigunde, a nun in the convent, a stipend from his property in Machtolshausen with a yearly income of 10 schillings denarius and a portion of corn. In the same year, the knight, Bolenand of Herbelstadt (Herbstadt) made an agreement with Abbess Hedwig for his burial and the transfer of his horse and weapons to the convent upon his death. If his heirs wished the same privilege they had to pay 6 Marks silver, and if he should die elsewhere and not be able to be buried in the convent, his wife, Sophie and his son, Rudolph, should grant the convent a portion in Hagenau. If he died without his horse, the convent should receive a farm in Hagenau in lieu of the horse or a payment of 3 Marks (!) (Link, 587). The convent experienced economic difficulties in 1434 and 1459."
Frauenroth,1500,58.5,,"In 1234 the founders bestowed all the tithes from their joint income, to which were added later gifts of gold and other goods. The initial provision for the convent consisted of 1000 Marks silver; property in Wolframshausen, which gave the convent yearly 23 pigs, 90 hens, 14 schillings pennies, and portions of grain, corn, and wheat(?); farms and goods in Iphausen, Fugstadt, LÃ¶ffelsterz, Steinarch, Wieden, Sulzthal, Aschach, Stangenrod, Wolbach and other villages (Link, 586). The convent continued to prosper through gifts from the Counts of Henneberg and the Bishop of WÃ¼rzburg as well as through purchases of land. In 1287 the bishop of WÃ¼rzburg confirmed the grant of 10 acres of fields, which Berthold of Rothenkolben granted the convent upon the entrance of his daughter Gertrudis (Link, 586). In 1339 Fritz of Rothenkolben and his wife, Zacharia, gave their daughter Adelheid, a nun in the convent, a portion of grain from their property in Hollstadt; after her death, this portion should fall to their other daughter, Hille, another nun within the community. After the death of both the portion came into the possession of the convent (Link, 587). In 1284 Albert of Oberfeld granted his daughter, Kunigunde, a nun in the convent, a stipend from his property in Machtolshausen with a yearly income of 10 schillings denarius and a portion of corn. In the same year, the knight, Bolenand of Herbelstadt (Herbstadt) made an agreement with Abbess Hedwig for his burial and the transfer of his horse and weapons to the convent upon his death. If his heirs wished the same privilege they had to pay 6 Marks silver, and if he should die elsewhere and not be able to be buried in the convent, his wife, Sophie and his son, Rudolph, should grant the convent a portion in Hagenau. If he died without his horse, the convent should receive a farm in Hagenau in lieu of the horse or a payment of 3 Marks (!) (Link, 587). The convent experienced economic difficulties in 1434 and 1459."
"Abbazia di San Caprasio (Aulla, MS)",900,32.1,,
"Abbazia di San Caprasio (Aulla, MS)",1000,45.0,,
"Abbazia di San Caprasio (Aulla, MS)",1100,58.0,,
"Abbazia di San Caprasio (Aulla, MS)",1200,70.9,,
"Abbazia di San Caprasio (Aulla, MS)",1300,83.9,,
"Abbazia di San Caprasio (Aulla, MS)",1400,96.8,,
"Abbazia di San Caprasio (Aulla, MS)",1500,87.5,,
"Abbazia di San Caprasio (Aulla, MS)",1600,70.9,,
"Abbazia di San Caprasio (Aulla, MS)",1700,54.3,,
"Monastero di San Giovanni Evangelista (Pontremoli, MS)",1200,32.8,,
"Monastero di San Giovanni Evangelista (Pontremoli, MS)",1300,51.6,,
"Monastero di San Giovanni Evangelista (Pontremoli, MS)",1400,70.4,,
"Monastero di San Giovanni Evangelista (Pontremoli, MS)",1500,89.2,,
"Monastero di San Giovanni Evangelista (Pontremoli, MS)",1600,89.8,,
"Monastero di San Giovanni Evangelista (Pontremoli, MS)",1700,65.7,,
"Monastero di San Giovanni Evangelista (Pontremoli, MS)",1800,41.7,,
Maidbronn,1300,75.1,,"In 1271 the convent received the church properties of Herlheim, which Bishop Berthold confirmed in 1286 due to the small income of the convent (Krausen, 71). ; The covent was never very wealthy. It repeatedly had to sell or alienate its properties and goods due to economic need. Hospital"
Maidbronn,1400,47.6,,"In 1271 the convent received the church properties of Herlheim, which Bishop Berthold confirmed in 1286 due to the small income of the convent (Krausen, 71). ; The covent was never very wealthy. It repeatedly had to sell or alienate its properties and goods due to economic need. Hospital"
Derneburg,1200,43.1,,
Derneburg,1300,66.1,,
Derneburg,1400,89.0,,
Derneburg,1500,84.7,,
Derneburg,1600,55.3,,
Braunschweig,1300,56.2,,
Braunschweig,1400,93.6,,
Braunschweig,1500,60.5,,
Marienrode,1200,42.8,,
Marienrode,1300,60.0,,
Marienrode,1400,77.1,,
Marienrode,1500,94.2,,
Marienrode,1600,85.4,,
Marienrode,1700,63.5,,
Marienrode,1800,41.5,,
Mariengarten,1300,51.5,,
Mariengarten,1400,90.7,,
Mariengarten,1500,62.0,,
"Würzburg, Augustinian Canonesses",1500,71.7,,
Aglaien-sisterhood (Beguine),1400,35.6,,
Aglaien-sisterhood (Beguine),1500,97.3,,
Schwarzach,800,62.7,,
Charoltesbach,800,30.0,,
Charoltesbach,900,41.5,,
Thulba,1200,51.4,,
Thulba,1300,80.7,,
Thulba,1400,87.2,,
Thulba,1500,49.7,,
S. Ulrich,1400,55.0,,The nuns ran a school for girls.
S. Ulrich,1500,93.5,,The nuns ran a school for girls.
S. Afra,1200,39.4,,"According to Link, in the Middle Ages this convent was one of the richest foundations in Bavaria."
S. Afra,1300,57.2,,"According to Link, in the Middle Ages this convent was one of the richest foundations in Bavaria."
S. Afra,1400,75.0,,"According to Link, in the Middle Ages this convent was one of the richest foundations in Bavaria."
S. Afra,1500,92.8,,"According to Link, in the Middle Ages this convent was one of the richest foundations in Bavaria."
S. Afra,1600,86.5,,"According to Link, in the Middle Ages this convent was one of the richest foundations in Bavaria."
S. Afra,1700,63.7,,"According to Link, in the Middle Ages this convent was one of the richest foundations in Bavaria."
S. Afra,1800,40.9,,"According to Link, in the Middle Ages this convent was one of the richest foundations in Bavaria."
Himmelspforten,1300,44.0,,"The increasing expansion of the convent's possessions encouraged the leasing of goods in place of the original self-sufficient state of the convent and led eventually to disputes (Krausen, 55)."
Himmelspforten,1400,64.4,,"The increasing expansion of the convent's possessions encouraged the leasing of goods in place of the original self-sufficient state of the convent and led eventually to disputes (Krausen, 55)."
Himmelspforten,1500,84.8,,"The increasing expansion of the convent's possessions encouraged the leasing of goods in place of the original self-sufficient state of the convent and led eventually to disputes (Krausen, 55)."
Himmelspforten,1600,93.4,,"The increasing expansion of the convent's possessions encouraged the leasing of goods in place of the original self-sufficient state of the convent and led eventually to disputes (Krausen, 55)."
Himmelspforten,1700,67.4,,"The increasing expansion of the convent's possessions encouraged the leasing of goods in place of the original self-sufficient state of the convent and led eventually to disputes (Krausen, 55)."
Himmelspforten,1800,41.3,,"The increasing expansion of the convent's possessions encouraged the leasing of goods in place of the original self-sufficient state of the convent and led eventually to disputes (Krausen, 55)."
Kaltenthal (Clares),1300,45.0,,
Kaltenthal (Clares),1400,86.7,,
Kaltenthal (Clares),1500,63.9,,
S. Agnes,1300,48.8,,"In 1292 upon their entrance the sisters Margareta and Elisabet of Widder brought 200 pounds (Heller). Their sister Juta had joined the community previously. The three sisters were to receive three pounds Denarius yearly for their support (Link, 580). A local city-dweller, Heinrich Wender, and his wife, Petrissa, gave the convent 6 acres of vineyards. Their daughter, Berlindis, was a member of the community and retained the right of usufruct in this property for her lifetime. Agnes SchÃ¼rger and her daughter, Bertha, (who were members of the convent) received four and a half acres of vineyard in 1334. In 1359 Margareta, wife of Konrad of Lindwurm, granted the convent a variety of goods from their farm in Urfeld, including amounts of corn, wheat, oil, and hens, with the provision that her sister and daughter, who were members of the community, would have the use of these goods as well for the rest of their lives (Link, 581). According to Link, the convent came to possess large farms. Most of the convent's rents and properties were acquired through purchase. In 1324 Hohenloh, the wife of Heinrich, granted the convent goods from their/her(?) property in Bleichfeld and Effeltrecht. ; The convent's wealth was augmented by bequests and donations of property from the women themselves."
S. Agnes,1400,86.5,,"In 1292 upon their entrance the sisters Margareta and Elisabet of Widder brought 200 pounds (Heller). Their sister Juta had joined the community previously. The three sisters were to receive three pounds Denarius yearly for their support (Link, 580). A local city-dweller, Heinrich Wender, and his wife, Petrissa, gave the convent 6 acres of vineyards. Their daughter, Berlindis, was a member of the community and retained the right of usufruct in this property for her lifetime. Agnes SchÃ¼rger and her daughter, Bertha, (who were members of the convent) received four and a half acres of vineyard in 1334. In 1359 Margareta, wife of Konrad of Lindwurm, granted the convent a variety of goods from their farm in Urfeld, including amounts of corn, wheat, oil, and hens, with the provision that her sister and daughter, who were members of the community, would have the use of these goods as well for the rest of their lives (Link, 581). According to Link, the convent came to possess large farms. Most of the convent's rents and properties were acquired through purchase. In 1324 Hohenloh, the wife of Heinrich, granted the convent goods from their/her(?) property in Bleichfeld and Effeltrecht. ; The convent's wealth was augmented by bequests and donations of property from the women themselves."
S. Agnes,1500,69.3,,"In 1292 upon their entrance the sisters Margareta and Elisabet of Widder brought 200 pounds (Heller). Their sister Juta had joined the community previously. The three sisters were to receive three pounds Denarius yearly for their support (Link, 580). A local city-dweller, Heinrich Wender, and his wife, Petrissa, gave the convent 6 acres of vineyards. Their daughter, Berlindis, was a member of the community and retained the right of usufruct in this property for her lifetime. Agnes SchÃ¼rger and her daughter, Bertha, (who were members of the convent) received four and a half acres of vineyard in 1334. In 1359 Margareta, wife of Konrad of Lindwurm, granted the convent a variety of goods from their farm in Urfeld, including amounts of corn, wheat, oil, and hens, with the provision that her sister and daughter, who were members of the community, would have the use of these goods as well for the rest of their lives (Link, 581). According to Link, the convent came to possess large farms. Most of the convent's rents and properties were acquired through purchase. In 1324 Hohenloh, the wife of Heinrich, granted the convent goods from their/her(?) property in Bleichfeld and Effeltrecht. ; The convent's wealth was augmented by bequests and donations of property from the women themselves."
Wilberghaus,1500,80.8,,
"Tänikon (Premonstratensian, Würzburg)",1200,62.6,,
"Tänikon (Premonstratensian, Würzburg)",1300,80.8,,
Heilig Kreuz (Augustinian),1500,95.6,,
Convent of Mary Magdalene,1400,77.2,,
Convent of Mary Magdalene,1500,64.5,,
S. Angelo in Cryptis Asculanis,1200,38.8,,
S. Angelo in Cryptis Asculanis,1300,56.5,,
S. Angelo in Cryptis Asculanis,1400,74.2,,
S. Angelo in Cryptis Asculanis,1500,91.9,,
S. Angelo in Cryptis Asculanis,1600,87.8,,
S. Angelo in Cryptis Asculanis,1700,65.1,,
S. Angelo in Cryptis Asculanis,1800,42.5,,
Kloster Blaubeuren,1300,52.6,,
Kloster Blaubeuren,1400,84.8,,
Kloster Blaubeuren,1500,78.3,,
Karlsburg,800,41.3,,
Karlsburg,900,60.5,,
Karlsburg,1000,79.6,,
Karlsburg,1100,98.8,,
Karlsburg,1200,77.0,,
Karlsburg,1300,52.5,,
"Pieve di San Lorenzo (Filattiera, MS)",1100,38.0,,
"Pieve di San Lorenzo (Filattiera, MS)",1200,49.7,,
"Pieve di San Lorenzo (Filattiera, MS)",1300,61.5,,
"Pieve di San Lorenzo (Filattiera, MS)",1400,73.2,,
"Pieve di San Lorenzo (Filattiera, MS)",1500,85.0,,
"Pieve di San Lorenzo (Filattiera, MS)",1600,96.7,,
"Pieve di San Lorenzo (Filattiera, MS)",1700,89.1,,
"Pieve di San Lorenzo (Filattiera, MS)",1800,74.1,,
"Pieve di San Lorenzo (Filattiera, MS)",1900,59.0,,
"Pieve di San Lorenzo (Filattiera, MS)",2000,43.9,,
Frauenthal,1000,30.9,,
Frauenthal,1100,45.2,,
Frauenthal,1200,59.5,,
Frauenthal,1300,73.9,,
Frauenthal,1400,88.2,,
Frauenthal,1500,96.8,,
Frauenthal,1600,78.4,,
Frauenthal,1700,60.0,,
Frauenthal,1800,41.7,,
Escherde,1300,56.8,,"The foundation comprised ecclesiastical land as well as land from the properties of the Knight Luppold in Gross Escherde. In 1203 the convent acquired additional land-holdings, a farm in Wennerde bei Sarstedt and another in Grasdorf near Hannover. In 1212 the convent was enriched through the acquisition of the tithes in Bovingehusen; these tithes played an important role in the subsequent history of the convent (Faust, 194). The convent received tithes from the following communities: Bovingehusen (1212), Eddinghausen and Oddingehusen (1241), Achem (1259), Betheln (1301), and Barfelde (1305). In subsequent years the convent acquired tithes from more distant locations: Eberholzen (1240), Gross Escherde (1268), and HÃ¶nze (1299). The tithes from Barfelde went for the support of a hospital and the tithes went for the clothes of the nuns (Faust, 205). In a document from 1219 Bishop Siegfreid I confirmed that the brothers Volkmar and Ludolf von Ysissem sold their property in Wennerde to the convent. The document of transfer from 1236 displays the development of the covent's possessions through gifts and perhaps the dowries of entering nuns. In the middle of the thirteenth century the convent acquired land-holdings in Oddingehusen, Achem and Betheln; later it acquired holdings in Gronau and in Rheden. In 1296 Knight Dietrich von Escherde gave the convent a farm and 10 acres of land in Gross Escherde. According to calculations from the documents, it is estimated that in the fourteenth century the convent held 300 acres in Bovingehusen, Oddingehusen, Eddinghausen, Achem, Betheln and Barfelde. It also possessed 250 acres in the more distant areas of Gross Escherde, Eberholzen, Rheden, Brueggen and Wallenstedt (Faust, 206). In 1324 the convent held vassals in Eddinghausen. All farmers in Betheln were required to pay tithes in produce and meat to the convent beginning in 1301 and lasting until 1811 (Faust, 206). The convent benefitted from an improved economic climate in the fourteenth century. However, many feuds towards the end of the fourteenth century brought the convent to a poverty level, as they did for the community ofÂ Lammspringe. In 1369 the convent had to sell 120 acres of land. Other sales of land followed in the fourteenth century. In 1427 the convent's burdens were lessened by the dissolution of some of the convent's responsibilities through the payment of a one-time sum (Faust, 195). The convent also relied on possession of lime for its financial upkeep (Faust, 195). ; The convent was supported through tithes and land acquisitions, some of which came from the dowries of women who entered the convent (see notable members). ; The parish church of Gross Escherde was later incorporated into the convent of Escherde."
Escherde,1400,84.5,,"The foundation comprised ecclesiastical land as well as land from the properties of the Knight Luppold in Gross Escherde. In 1203 the convent acquired additional land-holdings, a farm in Wennerde bei Sarstedt and another in Grasdorf near Hannover. In 1212 the convent was enriched through the acquisition of the tithes in Bovingehusen; these tithes played an important role in the subsequent history of the convent (Faust, 194). The convent received tithes from the following communities: Bovingehusen (1212), Eddinghausen and Oddingehusen (1241), Achem (1259), Betheln (1301), and Barfelde (1305). In subsequent years the convent acquired tithes from more distant locations: Eberholzen (1240), Gross Escherde (1268), and HÃ¶nze (1299). The tithes from Barfelde went for the support of a hospital and the tithes went for the clothes of the nuns (Faust, 205). In a document from 1219 Bishop Siegfreid I confirmed that the brothers Volkmar and Ludolf von Ysissem sold their property in Wennerde to the convent. The document of transfer from 1236 displays the development of the covent's possessions through gifts and perhaps the dowries of entering nuns. In the middle of the thirteenth century the convent acquired land-holdings in Oddingehusen, Achem and Betheln; later it acquired holdings in Gronau and in Rheden. In 1296 Knight Dietrich von Escherde gave the convent a farm and 10 acres of land in Gross Escherde. According to calculations from the documents, it is estimated that in the fourteenth century the convent held 300 acres in Bovingehusen, Oddingehusen, Eddinghausen, Achem, Betheln and Barfelde. It also possessed 250 acres in the more distant areas of Gross Escherde, Eberholzen, Rheden, Brueggen and Wallenstedt (Faust, 206). In 1324 the convent held vassals in Eddinghausen. All farmers in Betheln were required to pay tithes in produce and meat to the convent beginning in 1301 and lasting until 1811 (Faust, 206). The convent benefitted from an improved economic climate in the fourteenth century. However, many feuds towards the end of the fourteenth century brought the convent to a poverty level, as they did for the community ofÂ Lammspringe. In 1369 the convent had to sell 120 acres of land. Other sales of land followed in the fourteenth century. In 1427 the convent's burdens were lessened by the dissolution of some of the convent's responsibilities through the payment of a one-time sum (Faust, 195). The convent also relied on possession of lime for its financial upkeep (Faust, 195). ; The convent was supported through tithes and land acquisitions, some of which came from the dowries of women who entered the convent (see notable members). ; The parish church of Gross Escherde was later incorporated into the convent of Escherde."
Escherde,1500,84.5,,"The foundation comprised ecclesiastical land as well as land from the properties of the Knight Luppold in Gross Escherde. In 1203 the convent acquired additional land-holdings, a farm in Wennerde bei Sarstedt and another in Grasdorf near Hannover. In 1212 the convent was enriched through the acquisition of the tithes in Bovingehusen; these tithes played an important role in the subsequent history of the convent (Faust, 194). The convent received tithes from the following communities: Bovingehusen (1212), Eddinghausen and Oddingehusen (1241), Achem (1259), Betheln (1301), and Barfelde (1305). In subsequent years the convent acquired tithes from more distant locations: Eberholzen (1240), Gross Escherde (1268), and HÃ¶nze (1299). The tithes from Barfelde went for the support of a hospital and the tithes went for the clothes of the nuns (Faust, 205). In a document from 1219 Bishop Siegfreid I confirmed that the brothers Volkmar and Ludolf von Ysissem sold their property in Wennerde to the convent. The document of transfer from 1236 displays the development of the covent's possessions through gifts and perhaps the dowries of entering nuns. In the middle of the thirteenth century the convent acquired land-holdings in Oddingehusen, Achem and Betheln; later it acquired holdings in Gronau and in Rheden. In 1296 Knight Dietrich von Escherde gave the convent a farm and 10 acres of land in Gross Escherde. According to calculations from the documents, it is estimated that in the fourteenth century the convent held 300 acres in Bovingehusen, Oddingehusen, Eddinghausen, Achem, Betheln and Barfelde. It also possessed 250 acres in the more distant areas of Gross Escherde, Eberholzen, Rheden, Brueggen and Wallenstedt (Faust, 206). In 1324 the convent held vassals in Eddinghausen. All farmers in Betheln were required to pay tithes in produce and meat to the convent beginning in 1301 and lasting until 1811 (Faust, 206). The convent benefitted from an improved economic climate in the fourteenth century. However, many feuds towards the end of the fourteenth century brought the convent to a poverty level, as they did for the community ofÂ Lammspringe. In 1369 the convent had to sell 120 acres of land. Other sales of land followed in the fourteenth century. In 1427 the convent's burdens were lessened by the dissolution of some of the convent's responsibilities through the payment of a one-time sum (Faust, 195). The convent also relied on possession of lime for its financial upkeep (Faust, 195). ; The convent was supported through tithes and land acquisitions, some of which came from the dowries of women who entered the convent (see notable members). ; The parish church of Gross Escherde was later incorporated into the convent of Escherde."
Escherde,1600,49.2,,"The foundation comprised ecclesiastical land as well as land from the properties of the Knight Luppold in Gross Escherde. In 1203 the convent acquired additional land-holdings, a farm in Wennerde bei Sarstedt and another in Grasdorf near Hannover. In 1212 the convent was enriched through the acquisition of the tithes in Bovingehusen; these tithes played an important role in the subsequent history of the convent (Faust, 194). The convent received tithes from the following communities: Bovingehusen (1212), Eddinghausen and Oddingehusen (1241), Achem (1259), Betheln (1301), and Barfelde (1305). In subsequent years the convent acquired tithes from more distant locations: Eberholzen (1240), Gross Escherde (1268), and HÃ¶nze (1299). The tithes from Barfelde went for the support of a hospital and the tithes went for the clothes of the nuns (Faust, 205). In a document from 1219 Bishop Siegfreid I confirmed that the brothers Volkmar and Ludolf von Ysissem sold their property in Wennerde to the convent. The document of transfer from 1236 displays the development of the covent's possessions through gifts and perhaps the dowries of entering nuns. In the middle of the thirteenth century the convent acquired land-holdings in Oddingehusen, Achem and Betheln; later it acquired holdings in Gronau and in Rheden. In 1296 Knight Dietrich von Escherde gave the convent a farm and 10 acres of land in Gross Escherde. According to calculations from the documents, it is estimated that in the fourteenth century the convent held 300 acres in Bovingehusen, Oddingehusen, Eddinghausen, Achem, Betheln and Barfelde. It also possessed 250 acres in the more distant areas of Gross Escherde, Eberholzen, Rheden, Brueggen and Wallenstedt (Faust, 206). In 1324 the convent held vassals in Eddinghausen. All farmers in Betheln were required to pay tithes in produce and meat to the convent beginning in 1301 and lasting until 1811 (Faust, 206). The convent benefitted from an improved economic climate in the fourteenth century. However, many feuds towards the end of the fourteenth century brought the convent to a poverty level, as they did for the community ofÂ Lammspringe. In 1369 the convent had to sell 120 acres of land. Other sales of land followed in the fourteenth century. In 1427 the convent's burdens were lessened by the dissolution of some of the convent's responsibilities through the payment of a one-time sum (Faust, 195). The convent also relied on possession of lime for its financial upkeep (Faust, 195). ; The convent was supported through tithes and land acquisitions, some of which came from the dowries of women who entered the convent (see notable members). ; The parish church of Gross Escherde was later incorporated into the convent of Escherde."
"Pieve di Santa Maria Assunta (Chianni, Gambassi Terme, FI)",1000,31.4,,
"Pieve di Santa Maria Assunta (Chianni, Gambassi Terme, FI)",1100,42.6,,
"Pieve di Santa Maria Assunta (Chianni, Gambassi Terme, FI)",1200,53.9,,
"Pieve di Santa Maria Assunta (Chianni, Gambassi Terme, FI)",1300,65.1,,
"Pieve di Santa Maria Assunta (Chianni, Gambassi Terme, FI)",1400,76.4,,
"Pieve di Santa Maria Assunta (Chianni, Gambassi Terme, FI)",1500,87.6,,
"Pieve di Santa Maria Assunta (Chianni, Gambassi Terme, FI)",1600,98.9,,
"Pieve di Santa Maria Assunta (Chianni, Gambassi Terme, FI)",1700,87.0,,
"Pieve di Santa Maria Assunta (Chianni, Gambassi Terme, FI)",1800,72.6,,
"Pieve di Santa Maria Assunta (Chianni, Gambassi Terme, FI)",1900,58.2,,
"Pieve di Santa Maria Assunta (Chianni, Gambassi Terme, FI)",2000,43.8,,
SchÃ¶nau,1200,33.4,,"The founder and his family gave the convent a more solid economic basis through numerous grants of rights. The abbesses of SchÃ¶nau had jurisdictional rights within SchÃ¶nau, Reichenbach and Seifriedsburg as well as held rights of patronage in Wiesenfel (until 1304) and WolfmÃ¼nster (until 1348). During the sixteenth century the convent suffered economic difficulties. In 1509 the abbot of Ebrach established an administrator over the convent's properties and in 1514 he tried to reestablish claustration. In 1525 the nuns fled from the Peasant Uprising into WÃ¼rzburg (Krausen, 88). ; The purchase sum for S. Kilian's church was 140 Marks, according to Link (Link, 584)."
SchÃ¶nau,1300,64.5,,"The founder and his family gave the convent a more solid economic basis through numerous grants of rights. The abbesses of SchÃ¶nau had jurisdictional rights within SchÃ¶nau, Reichenbach and Seifriedsburg as well as held rights of patronage in Wiesenfel (until 1304) and WolfmÃ¼nster (until 1348). During the sixteenth century the convent suffered economic difficulties. In 1509 the abbot of Ebrach established an administrator over the convent's properties and in 1514 he tried to reestablish claustration. In 1525 the nuns fled from the Peasant Uprising into WÃ¼rzburg (Krausen, 88). ; The purchase sum for S. Kilian's church was 140 Marks, according to Link (Link, 584)."
SchÃ¶nau,1400,95.6,,"The founder and his family gave the convent a more solid economic basis through numerous grants of rights. The abbesses of SchÃ¶nau had jurisdictional rights within SchÃ¶nau, Reichenbach and Seifriedsburg as well as held rights of patronage in Wiesenfel (until 1304) and WolfmÃ¼nster (until 1348). During the sixteenth century the convent suffered economic difficulties. In 1509 the abbot of Ebrach established an administrator over the convent's properties and in 1514 he tried to reestablish claustration. In 1525 the nuns fled from the Peasant Uprising into WÃ¼rzburg (Krausen, 88). ; The purchase sum for S. Kilian's church was 140 Marks, according to Link (Link, 584)."
SchÃ¶nau,1500,65.8,,"The founder and his family gave the convent a more solid economic basis through numerous grants of rights. The abbesses of SchÃ¶nau had jurisdictional rights within SchÃ¶nau, Reichenbach and Seifriedsburg as well as held rights of patronage in Wiesenfel (until 1304) and WolfmÃ¼nster (until 1348). During the sixteenth century the convent suffered economic difficulties. In 1509 the abbot of Ebrach established an administrator over the convent's properties and in 1514 he tried to reestablish claustration. In 1525 the nuns fled from the Peasant Uprising into WÃ¼rzburg (Krausen, 88). ; The purchase sum for S. Kilian's church was 140 Marks, according to Link (Link, 584)."
S Eufemia (Albaretto),1200,42.0,,Very Wealthy
S Eufemia (Albaretto),1300,59.2,,Very Wealthy
S Eufemia (Albaretto),1400,76.3,,Very Wealthy
S Eufemia (Albaretto),1500,93.5,,Very Wealthy
S Eufemia (Albaretto),1600,86.4,,Very Wealthy
S Eufemia (Albaretto),1700,64.4,,Very Wealthy
S Eufemia (Albaretto),1800,42.4,,Very Wealthy
"Pieve di San Genesio (Isola, San Miniato, PI)",1000,32.1,,
"Pieve di San Genesio (Isola, San Miniato, PI)",1100,43.3,,
"Pieve di San Genesio (Isola, San Miniato, PI)",1200,54.5,,
"Pieve di San Genesio (Isola, San Miniato, PI)",1300,65.6,,
"Pieve di San Genesio (Isola, San Miniato, PI)",1400,76.8,,
"Pieve di San Genesio (Isola, San Miniato, PI)",1500,88.0,,
"Pieve di San Genesio (Isola, San Miniato, PI)",1600,99.2,,
"Pieve di San Genesio (Isola, San Miniato, PI)",1700,86.7,,
"Pieve di San Genesio (Isola, San Miniato, PI)",1800,72.4,,
"Pieve di San Genesio (Isola, San Miniato, PI)",1900,58.1,,
"Pieve di San Genesio (Isola, San Miniato, PI)",2000,43.7,,
